Id,status,home_goal,away_goal,home_ht_goal,away_ht_goal,home_corners,away_corners,home_yellow,away_yellow,home_red,away_red
2842431,FT,3.0,1.0,0.0,0.0,6.0,1.0,2,2,0,0
2896739,FT,2.0,1.0,1.0,0.0,2.0,3.0,3,1,0,0
2896741,FT,2.0,1.0,2.0,1.0,6.0,1.0,1,2,0,0
2896745,FT,2.0,2.0,1.0,1.0,4.0,7.0,3,3,0,0
2896752,FT,0.0,2.0,0.0,0.0,6.0,6.0,3,3,0,0
2896742,FT,3.0,0.0,0.0,0.0,11.0,3.0,0,5,0,1
2852146,FT,0.0,0.0,0.0,0.0,4.0,4.0,2,3,0,0
2852151,FT,0.0,2.0,0.0,0.0,2.0,2.0,1,1,1,0
2852152,FT,2.0,1.0,0.0,0.0,6.0,3.0,1,3,0,0
2906695,FT,1.0,0.0,0.0,0.0,2.0,4.0,5,3,1,0
2906696,FT,1.0,4.0,0.0,1.0,0.0,5.0,1,3,0,0
2852494,FT,2.0,2.0,1.0,1.0,7.0,2.0,2,1,0,1
2852495,FT,0.0,3.0,0.0,1.0,6.0,5.0,1,1,0,0
2852496,FT,2.0,1.0,1.0,1.0,7.0,5.0,5,3,0,0
2914906,FT,4.0,0.0,1.0,0.0,4.0,4.0,1,2,0,0
2850513,FT,5.0,2.0,3.0,0.0,3.0,8.0,0,0,0,0
2850514,FT,1.0,3.0,1.0,3.0,4.0,7.0,1,1,0,0
2914886,FT,3.0,2.0,2.0,2.0,4.0,9.0,2,1,0,0
2914887,FT,2.0,1.0,1.0,0.0,2.0,2.0,2,2,0,0
2915037,FT,0.0,0.0,0.0,0.0,6.0,2.0,1,2,0,0
2908174,FT,2.0,0.0,1.0,0.0,6.0,3.0,2,2,0,0
2912004,FT,1.0,2.0,1.0,1.0,0.0,0.0,0,0,0,0
2912027,FT,2.0,1.0,0.0,0.0,5.0,5.0,3,2,0,0
2912001,Postp.,,,,,,,0,0,0,0
2912015,Postp.,,,,,,,0,0,0,0
2908040,,,,,,,,0,0,0,0
2915000,,,,,,,,0,0,0,0
2915001,,,,,,,,0,0,0,0
2915002,,,,,,,,0,0,0,0
2915003,,,,,,,,0,0,0,0
2912095,FT,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
2912091,FT,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2912096,FT,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
2912092,FT,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2912093,FT,1.0,1.0,0.0,1.0,0.0,0.0,0,1,0,0
2909991,Postp.,,,,,,,0,0,0,0
2912086,Postp.,,,,,,,0,0,0,0
2912087,Postp.,,,,,,,0,0,0,0
2914813,Postp.,,,,,,,0,0,0,0
2914814,Postp.,,,,,,,0,0,0,0
2914815,Postp.,,,,,,,0,0,0,0
2914817,Postp.,,,,,,,0,0,0,0
2890627,FT,1.0,0.0,0.0,0.0,3.0,3.0,2,1,0,0
2890624,FT,1.0,2.0,1.0,0.0,3.0,2.0,4,3,0,0
2890621,FT,1.0,2.0,1.0,0.0,6.0,1.0,5,3,0,0
2890626,FT,1.0,1.0,1.0,0.0,8.0,3.0,1,3,1,0
2912661,FT,0.0,2.0,0.0,0.0,4.0,5.0,1,3,0,0
2912088,FT,5.0,2.0,3.0,1.0,6.0,9.0,1,1,0,0
2914972,FT,0.0,2.0,0.0,1.0,5.0,4.0,5,3,0,0
2915034,FT,1.0,4.0,1.0,2.0,2.0,3.0,4,2,0,0
2914968,FT,0.0,2.0,0.0,1.0,6.0,1.0,4,3,0,0
2914971,FT,0.0,2.0,0.0,1.0,1.0,5.0,4,6,1,0
2914964,FT,4.0,1.0,2.0,1.0,8.0,5.0,3,2,1,1
2914794,FT,2.0,0.0,0.0,0.0,2.0,5.0,2,2,0,0
2915008,FT,3.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
2915009,FT,3.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
2914982,,,,,,,,0,0,0,0
2914997,,,,,,,,0,0,0,0
2914885,FT,1.0,1.0,1.0,1.0,3.0,8.0,1,0,0,0
2914970,FT,1.0,0.0,0.0,0.0,9.0,0.0,2,3,0,0
2914990,FT,2.0,1.0,1.0,0.0,1.0,8.0,1,4,0,0
2915030,FT,7.0,0.0,3.0,0.0,9.0,3.0,0,0,0,0
2915031,FT,0.0,1.0,0.0,1.0,8.0,0.0,3,5,0,0
2915032,FT,3.0,0.0,2.0,0.0,6.0,8.0,3,1,0,0
2914919,FT,1.0,3.0,0.0,0.0,5.0,2.0,2,1,0,0
2914918,FT,1.0,0.0,0.0,0.0,3.0,0.0,2,1,0,0
2914907,FT,0.0,2.0,0.0,0.0,5.0,4.0,2,4,0,0
2914963,FT,4.0,2.0,3.0,0.0,5.0,3.0,1,4,0,1
2855432,Postp.,,,,,,,0,0,0,0
2855433,Postp.,,,,,,,0,0,0,0
2855434,Postp.,,,,,,,0,0,0,0
2855435,Postp.,,,,,,,0,0,0,0
2855436,Postp.,,,,,,,0,0,0,0
2855437,Postp.,,,,,,,0,0,0,0
2855438,Postp.,,,,,,,0,0,0,0
2876441,FT,1.0,1.0,0.0,1.0,8.0,2.0,5,4,0,0
2876463,FT,1.0,0.0,0.0,0.0,4.0,3.0,2,2,0,0
2876442,FT,1.0,3.0,0.0,3.0,6.0,0.0,1,3,0,1
2876462,FT,0.0,1.0,0.0,1.0,8.0,3.0,2,3,0,0
2911998,FT,0.0,3.0,0.0,0.0,0.0,0.0,0,0,0,0
2914945,,,,,,,,0,0,0,0
2914810,FT,1.0,0.0,1.0,0.0,6.0,4.0,1,1,0,0
2914030,FT,2.0,1.0,2.0,1.0,9.0,2.0,0,2,0,0
2914029,FT,0.0,0.0,0.0,0.0,3.0,7.0,1,1,0,0
2915010,FT,2.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
2915026,FT,1.0,2.0,0.0,0.0,0.0,0.0,0,0,0,0
2914839,FT,1.0,0.0,0.0,0.0,0.0,6.0,2,1,0,0
2914868,FT,0.0,1.0,0.0,1.0,5.0,5.0,2,3,0,0
2914869,FT,0.0,1.0,0.0,0.0,4.0,1.0,1,2,0,0
2914989,FT,6.0,0.0,2.0,0.0,6.0,0.0,0,0,0,0
2914808,FT,0.0,4.0,0.0,3.0,2.0,5.0,1,1,0,0
2914804,FT,2.0,2.0,0.0,1.0,5.0,4.0,2,3,0,0
2914805,FT,1.0,2.0,1.0,1.0,5.0,6.0,2,2,0,0
2914806,FT,2.0,1.0,0.0,0.0,4.0,3.0,3,1,0,0
2914807,FT,3.0,4.0,2.0,1.0,8.0,8.0,3,1,0,0
2914809,FT,0.0,6.0,0.0,4.0,4.0,3.0,1,0,0,0
2914831,Postp.,,,,,,,0,0,0,0
2914832,Postp.,,,,,,,0,0,0,0
